2026-04-17 17:50:50,981 [WARNING] No se pudo cargar robots.txt (Cannot connect to host www.smurfitkappa.com:443 ssl:default [getaddrinfo failed]). Se asume acceso permitido.
2026-04-17 17:50:50,981 [INFO] Iniciando crawl async: https://www.smurfitkappa.com/co | concurrencia=10
2026-04-17 17:50:51,051 [WARNING] [ERROR intento 1/3] https://www.smurfitkappa.com/co: Cannot connect to host www.smurfitkappa.com:443 ssl:default [getaddrinfo failed] → reintentando en 2.0s
2026-04-17 17:50:53,821 [INFO] [OK] https://www.smurfitkappa.com/co | 4,204 chars | 3 chunks
2026-04-17 17:52:07,380 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/walkers-crisp-box-packaging | 1,587 chars | 2 chunks
2026-04-17 17:52:07,451 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/segafredo-zanetti-success-story | 1,730 chars | 2 chunks
2026-04-17 17:52:07,718 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/sofrupack-case-study | 1,444 chars | 1 chunks
2026-04-17 17:52:07,739 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/henkel | 1,559 chars | 2 chunks
2026-04-17 17:52:07,759 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/colombina | 1,690 chars | 2 chunks
2026-04-17 17:52:07,775 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/kelloggs-pringles | 1,340 chars | 1 chunks
2026-04-17 17:52:08,026 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/confectionery-display | 1,337 chars | 1 chunks
2026-04-17 17:52:09,220 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/splat | 1,300 chars | 1 chunks
2026-04-17 17:52:09,411 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/ovoko | 1,538 chars | 2 chunks
2026-04-17 17:52:09,438 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/pomares-do-sol-punnets | 1,411 chars | 1 chunks
2026-04-17 17:52:09,471 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/pardal | 1,715 chars | 2 chunks
2026-04-17 17:52:09,550 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/carulla-paper-shopping-bags | 1,473 chars | 1 chunks
2026-04-17 17:52:09,694 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/socoda | 2,705 chars | 2 chunks
2026-04-17 17:52:09,761 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/grupo-puma | 1,680 chars | 2 chunks
2026-04-17 17:52:09,790 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/amokabel | 1,676 chars | 2 chunks
2026-04-17 17:52:09,807 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/danfoss | 1,760 chars | 2 chunks
2026-04-17 17:52:10,319 [INFO] --- Progreso: 354 páginas scrapeadas | 164 en cola ---
2026-04-17 17:52:11,045 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/car-headlight-packaging | 1,434 chars | 1 chunks
2026-04-17 17:52:11,173 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/procomin-paper-sacks | 1,307 chars | 1 chunks
2026-04-17 17:52:11,225 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/tres-lomas-group | 1,390 chars | 1 chunks
2026-04-17 17:52:11,420 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/scania | 1,332 chars | 1 chunks
2026-04-17 17:52:11,444 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/opp-film | 1,174 chars | 1 chunks
2026-04-17 17:52:11,466 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/aditec | 1,532 chars | 2 chunks
2026-04-17 17:52:11,872 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/transportation-box-for-bees | 2,821 chars | 2 chunks
2026-04-17 17:52:11,904 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/masava-kemi | 1,691 chars | 2 chunks
2026-04-17 17:52:11,925 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/cementos-panam | 1,203 chars | 1 chunks
2026-04-17 17:52:11,951 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/yudigar | 5,599 chars | 4 chunks
2026-04-17 17:52:12,061 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/industrial-lighting-packaging | 1,471 chars | 1 chunks
2026-04-17 17:52:12,254 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/dorel | 1,428 chars | 1 chunks
2026-04-17 17:52:12,309 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/extrusiones | 1,731 chars | 2 chunks
2026-04-17 17:52:12,502 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/ib-laursen | 1,686 chars | 2 chunks
2026-04-17 17:52:12,562 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/rheem | 1,420 chars | 1 chunks
2026-04-17 17:52:12,618 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/stauning-whisky | 1,922 chars | 2 chunks
2026-04-17 17:52:12,944 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/papa-johns | 2,626 chars | 2 chunks
2026-04-17 17:52:13,000 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/embutidos | 1,809 chars | 2 chunks
2026-04-17 17:52:13,056 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/schwarzkopf | 1,776 chars | 2 chunks
2026-04-17 17:52:13,135 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/la-trappe | 1,548 chars | 2 chunks
2026-04-17 17:52:13,649 [INFO] --- Progreso: 374 páginas scrapeadas | 147 en cola ---
2026-04-17 17:52:14,707 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/tiptoi | 1,338 chars | 1 chunks
2026-04-17 17:52:14,925 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/golf-pride | 2,148 chars | 2 chunks
2026-04-17 17:52:15,013 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/benefit-cosmetics | 3,431 chars | 3 chunks
2026-04-17 17:52:15,082 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/beerselect | 1,796 chars | 2 chunks
2026-04-17 17:52:15,105 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/hine-cognac | 1,846 chars | 2 chunks
2026-04-17 17:52:15,162 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/medovnik | 1,307 chars | 1 chunks
2026-04-17 17:52:15,222 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/frittenwerk | 2,116 chars | 2 chunks
2026-04-17 17:52:15,286 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/beer52-advent-calendar | 1,481 chars | 1 chunks
2026-04-17 17:52:15,324 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/balsam-hill | 2,198 chars | 2 chunks
2026-04-17 17:52:15,378 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/munchmallow | 1,482 chars | 1 chunks
2026-04-17 17:52:15,727 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/bebidas-premium | 1,537 chars | 2 chunks
2026-04-17 17:52:15,811 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/ron-bermudez | 1,646 chars | 2 chunks
2026-04-17 17:52:16,568 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/siman-credit-cards | 1,525 chars | 2 chunks
2026-04-17 17:52:16,725 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/el-punto-multiple-del-sabor | 1,555 chars | 2 chunks
2026-04-17 17:52:16,756 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/zebrah | 1,381 chars | 1 chunks
2026-04-17 17:52:16,782 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/bedding-packaging | 1,772 chars | 2 chunks
2026-04-17 17:52:16,858 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/experience-centres | 5,366 chars | 5 chunks
2026-04-17 17:52:16,895 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/tools/packexpert | 1,489 chars | 1 chunks
2026-04-17 17:52:16,917 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/tools | 2,468 chars | 2 chunks
2026-04-17 17:52:16,935 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/design2market-factory | 2,447 chars | 2 chunks
2026-04-17 17:52:17,430 [INFO] --- Progreso: 394 páginas scrapeadas | 140 en cola ---
2026-04-17 17:52:18,417 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/shelfsmart | 2,759 chars | 2 chunks
2026-04-17 17:52:18,441 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/supplysmart-bfi | 1,650 chars | 2 chunks
2026-04-17 17:52:18,475 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging-machinery | 2,603 chars | 2 chunks
2026-04-17 17:52:18,831 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/bag-in-box/smartlife | 1,986 chars | 2 chunks
2026-04-17 17:52:19,333 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/bag-in-box/bag-in-box-bags-with-films | 3,667 chars | 3 chunks
2026-04-17 17:52:19,359 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/bag-in-box/bag-in-tube | 2,226 chars | 2 chunks
2026-04-17 17:52:19,380 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/bag-in-box/bag-in-box-closures | 2,145 chars | 2 chunks
2026-04-17 17:52:19,441 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/bag-in-box/vitop-taps | 3,497 chars | 3 chunks
2026-04-17 17:52:19,478 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/tools/store-visualizer | 1,722 chars | 2 chunks
2026-04-17 17:52:19,615 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/bag-in-box/pouches | 3,105 chars | 3 chunks
2026-04-17 17:52:19,638 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/blog/como-se-fabrica-el-papel | 9,376 chars | 7 chunks
2026-04-17 17:52:19,777 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/bag-in-box/bag-in-box-bib | 3,293 chars | 3 chunks
2026-04-17 17:52:19,791 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/blog/economia-circular | 127 chars | 1 chunks
2026-04-17 17:52:20,168 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/shelf-ready-packaging | 5,760 chars | 5 chunks
2026-04-17 17:52:20,677 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/blog/reforestacion-comercial | 8,259 chars | 7 chunks
2026-04-17 17:52:20,734 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/blog/economia-circular-sector-empaque | 4,062 chars | 4 chunks
2026-04-17 17:52:20,798 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/blog/carton-empaques-sostenibles-america-latina | 5,689 chars | 4 chunks
2026-04-17 17:52:20,861 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/blog/del-papel-al-empaque-el-origen-del-carton | 4,368 chars | 4 chunks
2026-04-17 17:52:20,895 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/blog/ia-diseno-empaques | 5,714 chars | 5 chunks
2026-04-17 17:52:20,938 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/blog/paper-and-cardboard-recycling-tips | 5,439 chars | 5 chunks
2026-04-17 17:52:21,457 [INFO] --- Progreso: 414 páginas scrapeadas | 140 en cola ---
2026-04-17 17:52:21,616 [INFO] [GUARDADO] Checkpoint 414: 414 páginas | 1132 chunks → output/
2026-04-17 17:52:22,637 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/blog/mejora-tu-ecommerce-empaques-optimizados | 5,124 chars | 4 chunks
2026-04-17 17:52:22,682 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/tools/innobook | 1,736 chars | 2 chunks
2026-04-17 17:52:22,752 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/blog/black-friday-eficiencia-negocio | 5,750 chars | 5 chunks
2026-04-17 17:52:22,779 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/blog/forestacion-comercial-soluciones-sostenibles | 6,032 chars | 5 chunks
2026-04-17 17:52:22,808 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/blog/economia-circular-proposito | 5,777 chars | 5 chunks
2026-04-17 17:52:22,863 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/blog/carton-corrugado-que-es-tipos-y-usos | 8,178 chars | 7 chunks
2026-04-17 17:52:22,919 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/tools/volum3tric | 1,429 chars | 1 chunks
2026-04-17 17:52:22,935 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/shelfsmart-accolade | 1,691 chars | 2 chunks
2026-04-17 17:52:22,999 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/wine-boxes | 5,727 chars | 5 chunks
2026-04-17 17:52:23,039 [INFO] [OK] https://www.smurfitkappa.com/co/sectors/flowers/ecommerce-packaging | 6,497 chars | 5 chunks
2026-04-17 17:52:23,572 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2026/www.kantar.com/latin-america/inspiracion/consumidor/2025/descifrando-las-practicas-sostenibles-en-consumo-fmcg-del-informe-sustentar-para-ganar | 127 chars | 1 chunks
2026-04-17 17:52:23,599 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services | 2,044 chars | 2 chunks
2026-04-17 17:52:23,714 [INFO] [OK] https://www.smurfitkappa.com/co/stories/people/celebrating-a-60-year-career-milestone | 127 chars | 1 chunks
2026-04-17 17:52:23,748 [INFO] [OK] https://www.smurfitkappa.com/co/privacy-statement | 439 chars | 1 chunks
2026-04-17 17:52:23,863 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2024/www.cop16.humboldt.org.co | 95 chars | 1 chunks
2026-04-17 17:52:23,901 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/blog/innovacion-en-la-cadena-de-suministro-sostenible | 11,428 chars | 9 chunks
2026-04-17 17:52:23,932 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2024/smurfit-westrock-makes-its-debut-in-new-york-and-london | 2,095 chars | 2 chunks
2026-04-17 17:52:24,062 [INFO] [OK] https://www.smurfitkappa.com/co/innovation | 1,878 chars | 2 chunks
2026-04-17 17:52:24,084 [INFO] [OK] https://www.smurfitkappa.com/co/stories/community/burgos-cathedral-replica | 2,679 chars | 2 chunks
2026-04-17 17:52:24,439 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/blog/wine-packaging-10-innovative-ways-to-ship-your-wine-products | 7,922 chars | 6 chunks
2026-04-17 17:52:24,934 [INFO] --- Progreso: 434 páginas scrapeadas | 135 en cola ---
2026-04-17 17:52:25,500 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/our-approach | 1,472 chars | 1 chunks
2026-04-17 17:52:26,078 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/2022/smurfit-kappa-receives-sbti-approval-for-carbon-reduction-targets | 2,882 chars | 3 chunks
2026-04-17 17:52:26,173 [INFO] [OK] https://www.smurfitkappa.com/co/sectors/fashion-clothing | 4,231 chars | 4 chunks
2026-04-17 17:52:26,194 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/topclip-can-topper | 4,107 chars | 3 chunks
2026-04-17 17:52:26,430 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/r-and-d-centres | 2,973 chars | 3 chunks
2026-04-17 17:52:26,598 [INFO] [OK] https://www.smurfitkappa.com/co/sectors/beverages | 2,967 chars | 3 chunks
2026-04-17 17:52:26,675 [INFO] [OK] https://www.smurfitkappa.com/co/sectors/fresh-produce | 2,930 chars | 2 chunks
2026-04-17 17:52:26,716 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/r-and-d-areas | 2,923 chars | 3 chunks
2026-04-17 17:52:26,763 [INFO] [OK] https://www.smurfitkappa.com/co/sustainability/planet/water/case-study-water | 3,151 chars | 3 chunks
2026-04-17 17:52:26,830 [INFO] [OK] https://www.smurfitkappa.com/co/sustainability/impactful-business/sustainable-sourcing/for-suppliers | 1,969 chars | 2 chunks
2026-04-17 17:52:26,862 [INFO] [OK] https://www.smurfitkappa.com/co/sectors/beverages/multipack-can-packaging/sustainability | 2,858 chars | 3 chunks
2026-04-17 17:52:26,962 [INFO] [OK] https://www.smurfitkappa.com/co/people/graduates | 2,939 chars | 2 chunks
2026-04-17 17:52:27,136 [INFO] [OK] https://www.smurfitkappa.com/co/people/meet-our-people | 1,761 chars | 2 chunks
2026-04-17 17:52:27,182 [INFO] [OK] https://www.smurfitkappa.com/co/people/safety | 2,235 chars | 2 chunks
2026-04-17 17:52:27,310 [INFO] [OK] https://www.smurfitkappa.com/co/people/careers | 1,357 chars | 1 chunks
2026-04-17 17:52:27,589 [INFO] [OK] https://www.smurfitkappa.com/co/contact/request-a-quote?prevPageId=10d3cc07-ff3a-4e22-8c48-2c26ed3a07d0 | 167 chars | 1 chunks
2026-04-17 17:52:27,803 [INFO] [OK] https://www.smurfitkappa.com/co/newsroom/blog/bespoke-cardboard-boxes | 7,359 chars | 7 chunks
2026-04-17 17:52:27,874 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/product-search-results | 1,451 chars | 1 chunks
2026-04-17 17:52:28,129 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging-machinery/case-erectors | 2,294 chars | 2 chunks
2026-04-17 17:52:28,174 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging-machinery/wrap-around-case-and-tray-packer | 2,313 chars | 2 chunks
2026-04-17 17:52:28,688 [INFO] --- Progreso: 454 páginas scrapeadas | 128 en cola ---
2026-04-17 17:52:29,396 [INFO] [OK] https://www.smurfitkappa.com/co/contact/request-a-quote?prevPageId=8a520c35-2097-4dad-9b6f-449383cca47e | 167 chars | 1 chunks
2026-04-17 17:52:29,917 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/moving-box | 3,422 chars | 3 chunks
2026-04-17 17:52:30,192 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/clamshell-packaging | 2,929 chars | 3 chunks
2026-04-17 17:52:30,222 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/slip-sheets | 3,879 chars | 3 chunks
2026-04-17 17:52:30,558 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/pizza-discs | 3,076 chars | 3 chunks
2026-04-17 17:52:30,805 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/fruit-punnets | 4,423 chars | 4 chunks
2026-04-17 17:52:30,835 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging-machinery/tray-erectors | 2,614 chars | 2 chunks
2026-04-17 17:52:30,880 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/single-garment-carrier | 3,744 chars | 3 chunks
2026-04-17 17:52:31,025 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/layer-pads | 3,510 chars | 3 chunks
2026-04-17 17:52:31,082 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/office-stationery-products | 4,244 chars | 4 chunks
2026-04-17 17:52:31,109 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/heavy-duty-packaging | 4,522 chars | 4 chunks
2026-04-17 17:52:31,220 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/hexacomb-packaging | 5,253 chars | 4 chunks
2026-04-17 17:52:31,492 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/xxl-packaging--big-boxes | 4,103 chars | 3 chunks
2026-04-17 17:52:31,688 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/palletainer | 3,523 chars | 3 chunks
2026-04-17 17:52:32,494 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/displays/dump-bins | 3,708 chars | 3 chunks
2026-04-17 17:52:32,604 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/displays/instore-theatre | 4,009 chars | 4 chunks
2026-04-17 17:52:32,728 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/corrugated-end-caps | 2,752 chars | 2 chunks
2026-04-17 17:52:32,902 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/containerboard/testliner-1-t1 | 2,204 chars | 2 chunks
2026-04-17 17:52:32,970 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/composite-packs | 3,616 chars | 3 chunks
2026-04-17 17:52:32,996 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/containerboard/testliner-2-t2--europe | 2,418 chars | 2 chunks
2026-04-17 17:52:33,478 [INFO] --- Progreso: 474 páginas scrapeadas | 120 en cola ---
2026-04-17 17:52:34,950 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/containerboard/testliner-wt2000 | 2,026 chars | 2 chunks
2026-04-17 17:52:34,977 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/paper-and-board/nertop-monoply | 2,298 chars | 2 chunks
2026-04-17 17:52:35,241 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/containerboard/testliner-white-top--latin-america | 2,626 chars | 2 chunks
2026-04-17 17:52:35,422 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/paper-and-board/nertop-semi-extensible-brown | 2,399 chars | 2 chunks
2026-04-17 17:52:35,597 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/paper-and-board/nertop-brown-semi-extensible-high-porosity | 2,363 chars | 2 chunks
2026-04-17 17:52:35,617 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/containerboard/testliner-4-t4--europe | 2,501 chars | 2 chunks
2026-04-17 17:52:35,666 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/paper-and-board/nertop-kraft-standard-brown | 2,492 chars | 2 chunks
2026-04-17 17:52:35,743 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/containerboard/deckenpapier-tdp--europe | 2,880 chars | 2 chunks
2026-04-17 17:52:35,826 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/containerboard/testliner-white-top-c1-twtc1--europe | 2,458 chars | 2 chunks
2026-04-17 17:52:35,849 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/containerboard/testliner-white-top-b1-twtb1--europe | 2,538 chars | 2 chunks
2026-04-17 17:52:36,204 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/paper-and-board/nertop-spring-roll-kraft | 1,948 chars | 2 chunks
2026-04-17 17:52:36,453 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/paper-and-board/nertop-kraft-standard-white | 2,403 chars | 2 chunks
2026-04-17 17:52:36,679 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/corrugated-sheet-board | 1,401 chars | 1 chunks
2026-04-17 17:52:36,740 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/paper-and-board/pure-mg-brown-kraft-paper | 1,998 chars | 2 chunks
2026-04-17 17:52:36,998 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/paper-and-board/pure-mg-semibleached-kraft-paper | 1,867 chars | 2 chunks
2026-04-17 17:52:37,020 [INFO] [OK] https://www.smurfitkappa.com/co/sustainability/survey | 6,085 chars | 5 chunks
2026-04-17 17:52:37,185 [INFO] [OK] https://www.smurfitkappa.com/co/sustainability/better-planet-packaging/eco-friendly-packaging | 3,764 chars | 3 chunks
2026-04-17 17:52:37,259 [INFO] [OK] https://www.smurfitkappa.com/co/sustainability/approach/vision-and-strategy | 2,345 chars | 2 chunks
2026-04-17 17:52:37,309 [INFO] [OK] https://www.smurfitkappa.com/co/sustainability/better-planet-packaging/sustainable-packaging-products | 3,062 chars | 3 chunks
2026-04-17 17:52:37,340 [INFO] [OK] https://www.smurfitkappa.com/co/sustainability/better-planet-packaging/sustainable-supply-chains | 2,046 chars | 2 chunks
2026-04-17 17:52:37,853 [INFO] --- Progreso: 494 páginas scrapeadas | 107 en cola ---
2026-04-17 17:52:38,603 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/esmart-hello-fresh | 1,718 chars | 2 chunks
2026-04-17 17:52:38,617 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/scania-case-study | 2,254 chars | 2 chunks
2026-04-17 17:52:39,147 [INFO] [OK] https://www.smurfitkappa.com/co/contact/request-a-quote?prevPageId=d7e412a1-2ac2-4f2d-b4cf-ee0867c2e5bf | 167 chars | 1 chunks
2026-04-17 17:52:39,246 [INFO] [OK] https://www.smurfitkappa.com/co/sustainability-survey | 4,815 chars | 4 chunks
2026-04-17 17:52:39,267 [INFO] [OK] https://www.smurfitkappa.com/co/contact/request-a-quote?prevPageId=6a08ff4a-e04a-46c7-8ce3-94e0143396f0 | 167 chars | 1 chunks
2026-04-17 17:52:39,286 [INFO] [OK] https://www.smurfitkappa.com/co/contact/request-a-quote?prevPageId=d7d3192b-6d86-43d4-99a1-71fe995a04fb | 167 chars | 1 chunks
2026-04-17 17:52:39,401 [INFO] [OK] https://www.smurfitkappa.com/co/contact/request-a-quote?prevPageId=ea23ac7d-fde1-40db-8794-c8ae3c5a8542 | 167 chars | 1 chunks
2026-04-17 17:52:39,471 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/rollor-ecommerce-fashion-packaging | 4,207 chars | 4 chunks
2026-04-17 17:52:39,495 [INFO] [OK] https://www.smurfitkappa.com/co/contact/request-a-quote?prevPageId=869f4e33-4fca-46b8-ac53-848ec0322c4b | 167 chars | 1 chunks
2026-04-17 17:52:39,564 [INFO] [OK] https://www.smurfitkappa.com/co/sustainability/approach/targets-and-achievements | 2,765 chars | 2 chunks
2026-04-17 17:52:39,599 [INFO] [OK] https://www.smurfitkappa.com/co/contact/request-a-quote?prevPageId=bee0c462-4602-4e80-8b7d-d62115da4cd4 | 167 chars | 1 chunks
2026-04-17 17:52:39,789 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/cardboard-pillow-boxes | 4,321 chars | 4 chunks
2026-04-17 17:52:40,057 [INFO] [OK] https://www.smurfitkappa.com/co/contact/request-a-quote?prevPageId=10ee7c5d-507d-48e2-8ffb-aa133dde0e7c | 167 chars | 1 chunks
2026-04-17 17:52:40,748 [INFO] [OK] https://www.smurfitkappa.com/co/innovation/success-stories/guadalupe-design | 1,582 chars | 2 chunks
2026-04-17 17:52:40,826 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/consumer-packaging | 3,201 chars | 3 chunks
2026-04-17 17:52:40,911 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/tamper-proof-packaging | 3,654 chars | 3 chunks
2026-04-17 17:52:40,976 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/triple-wall-cardboard-boxes | 4,567 chars | 4 chunks
2026-04-17 17:52:41,156 [INFO] [OK] https://www.smurfitkappa.com/co/sectors/flowers | 2,698 chars | 2 chunks
2026-04-17 17:52:41,188 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/single-wall-cardboard-boxes | 4,540 chars | 4 chunks
2026-04-17 17:52:41,237 [INFO] [OK] https://www.smurfitkappa.com/co/products-and-services/packaging/double-wall-cardboard-boxes | 4,548 chars | 4 chunks
2026-04-17 17:52:41,745 [INFO] --- Progreso: 514 páginas scrapeadas | 92 en cola ---
